underRoad_gis_id,overRoad_gis_id
4145,4142
4145,10960
6432,4158
6432,4159
6837,4161
13105,4161
5854,4164
4167,8603
4167,8604
4168,8603
14624,4173
14626,4173
4882,4175
6926,4175
20452,4175
4176,181
4176,182
4882,4177
6926,4177
20452,4177
14624,4181
14626,4181
641,4192
1519,4192
2548,4192
3102,4194
641,4195
1519,4195
2548,4195
33470,4196
35358,4196
33470,4198
35358,4198
14194,4212
4225,4215
4215,4225
10428,4234
16383,4234
11728,4238
4416,4242
6584,4242
14439,4243
23322,4245
3594,4282
23363,4304
23363,4309
10667,4313
18169,4313
5,4327
19,4327
7571,4327
8086,4327
7295,4331
6749,4336
31698,4343
9848,4357
9849,4357
4364,598
4364,2517
4364,9891
4364,9978
6433,4371
4376,4375
4736,4375
4376,4375
4376,4379
4376,11694
4376,11705
4376,4379
4736,4379
6633,4393
269,4396
271,4396
1402,4397
269,4399
271,4399
1404,4400
12873,4400
4407,7558
4407,9970
4410,7558
4410,9970
4411,1212
4416,4242
4416,4418
3348,4417
4416,4418
6584,4418
4426,33686
4433,7521
4433,7922
4436,3498
4437,7521
4437,7922
4461,5761
4461,7622
4461,12474
4461,12476
4463,7622
4463,11029
4463,12476
661,4474
4475,267
655,4476
661,4484
11966,4496
12639,4496
11966,4500
12639,4500
6920,4502
6920,4503
4510,4617
4510,7632
4517,4617
4517,7632
14537,4523
14538,4523
12990,4525
10489,4531
12635,4540
12634,4541
21781,4542
4557,5466
4557,5467
4557,10179
4567,10179
21004,4568
21413,4568
4573,19775
4573,19777
477,4578
1133,4578
22012,4581
22013,4581
477,4582
1133,4582
25634,4584
4590,4589
4589,4590
6687,4597
4510,4617
4517,4617
4621,21574
4624,21574
4625,4628
4625,6448
4625,6922
4625,12685
4625,12687
4627,4628
4627,10033
4627,12685
4625,4628
4627,4628
12712,4628
4629,9128
4629,12685
4637,4675
4637,7054
4638,6238
4638,10866
4650,4641
4655,4641
23683,4643
13009,4647
4650,4641
4655,4641
27411,4657
7047,4659
12331,4671
33364,4671
7049,4674
4637,4675
7054,4675
2236,4678
2237,4678
4703,4694
4700,7558
4700,9970
4703,4694
8025,4729
8025,4730
4736,4375
4736,4379
4736,11694
4736,11705
27249,4739
4756,512
4756,514
4758,9
4758,1300
8667,4797
3693,4806
3910,4806
5166,4806
9833,4806
18499,4825
18502,4825
4838,4841
4838,4848
4838,4841
11374,4841
4838,4848
11374,4848
425,4866
1282,4866
4870,3296
4870,3298
4882,4175
4882,4177
4882,12586
11319,4894
33795,4903
6281,4906
26827,4910
28372,4910
4918,645
7849,4922
4923,512
4923,514
14901,4926
353,4927
365,4927
31613,4927
32239,4927
1252,4930
2673,4930
20416,4930
20417,4930
353,4935
365,4935
28102,4935
28103,4935
4951,5146
4951,7362
4951,7367
7367,4952
10547,4959
10547,4960
35074,4966
4970,4968
14936,4969
35096,4969
4968,4970
8998,4970
35074,4972
20539,4990
16575,4991
14964,4995
14964,4997
12516,5006
5009,3421
5011,5911
5011,6394
5015,280
5015,285
5015,2385
5015,2386
5015,2785
5015,3417
5015,3422
5015,3433
5015,3443
5015,3447
5015,3450
5015,6800
5015,10872
5015,11049
5015,16431
5015,24262
5019,6224
5022,280
5022,285
5022,2385
5022,2386
5022,2785
5022,3422
5022,3433
5022,3443
5022,3447
5022,3450
5022,10871
5022,16431
5022,24262
5052,5047
7940,5047
5052,5049
7940,5049
5052,5047
5052,5049
6307,5055
6278,5066
5074,5075
5074,7701
5074,10342
5074,5075
5952,5080
10544,5083
33451,5083
5954,5096
11379,5100
11379,5103
3965,5141
4951,5146
10471,5147
22712,5148
25726,5148
31342,5148
7373,5152
11379,5152
10305,5153
3693,5157
3910,5157
5166,5157
9833,5157
8636,5162
5166,4806
5166,5157
2716,5167
19946,5167
85,5168
18593,5168
21242,5168
5191,1990
7390,5201
11524,5201
25771,5202
5212,8714
5212,10785
5228,5226
11349,5226
5226,5228
31096,5239
5244,5241
34336,5241
5244,5241
5244,33949
5244,33951
5244,33954
33959,5246
5250,3569
5250,7779
5250,12327
5260,7623
5260,17626
5261,7623
5261,17626
5262,1297
11936,5263
11941,5263
3732,5264
7082,5264
7104,5264
838,5268
839,5268
24518,5271
34051,5303
34051,5305
1020,5308
3094,5308
17185,5327
9134,5328
9139,5328
8487,5338
9134,5341
9139,5341
5346,2057
5346,2059
5674,5349
5372,5367
5381,5367
5372,5368
5381,5368
5372,5367
5372,5368
5377,5378
5377,5379
5377,13236
5377,15338
5377,15339
5377,5378
5378,15338
5378,15339
5377,5379
5381,5367
5381,5368
33360,5383
5386,5407
5386,5409
5387,5407
5387,5409
5390,5408
5390,5410
5391,5408
5391,5410
5386,5407
5387,5407
5390,5408
5391,5408
5386,5409
5387,5409
5390,5410
5391,5410
5,5421
19,5421
7571,5421
8086,5421
11891,5428
12096,5428
11891,5429
12096,5429
5430,5431
5430,5431
5442,5431
7950,5431
5442,5433
9889,5433
3152,5434
5442,5431
5442,5433
15688,5450
25173,5450
25179,5450
25180,5450
19180,5451
25175,5452
15704,5453
19180,5454
24551,5455
16216,5459
15689,5460
5462,10179
4557,5466
4557,5467
5471,5472
5471,5477
5471,5490
5471,5472
5480,5472
5494,5473
5471,5477
5480,5477
5480,5472
5480,5477
5471,5490
5493,5490
9115,5490
5493,5490
5494,5473
9117,5498
21394,5502
21394,5504
5513,6443
5513,6444
5514,6443
5514,6444
5525,12734
5525,12737
5526,12734
5526,12737
5537,1148
5537,1149
5539,1148
5539,1149
510,5543
1146,5543
510,5544
1146,5544
5547,508
5547,511
24566,5559
24567,5559
16028,5560
16377,5562
25194,5564
9633,5570
5572,15369
5590,2287
5590,2291
5599,5597
35256,5597
5597,5599
35256,5599
6094,5605
14834,5615
8308,5630
8929,5630
8924,5633
11255,5633
5638,34528
5638,34531
22487,5644
30551,5644
22487,5645
30551,5645
394,5648
451,5648
2854,5648
94,5651
361,5651
2274,5651
8308,5652
8929,5652
10481,5654
7410,5666
5349,5674
10503,5677
8686,5701
8688,5701
8686,5709
8688,5709
242,5715
2827,5715
27277,5715
242,5716
2827,5716
27277,5716
33617,5731
33621,5731
33615,5733
33616,5733
6349,5741
8923,5744
9103,5758
11721,5758
4461,5761
5807,45
5807,522
5807,1370
5807,2733
23,5829
824,5829
10796,5829
24746,5835
11510,5839
5854,4164
5858,15616
5858,21887
5862,15616
5862,21887
5868,16328
5868,20433
5869,16328
5869,20433
10877,5877
9240,5878
5896,5913
5898,5911
5901,5939
5901,7624
5901,15491
5901,16445
5901,16595
5901,22756
5901,22929
5901,24384
5901,30649
5902,5939
5902,7624
5902,15491
5902,16445
5902,16595
5902,22756
5902,22929
5902,24384
5902,30649
5903,6393
5903,12006
5905,6393
5905,12006
5908,5913
5011,5911
5898,5911
5896,5913
5908,5913
12188,5913
15575,5924
5926,6782
5926,10137
8918,5929
9688,5930
8924,5934
11255,5934
9688,5936
5901,5939
5902,5939
8758,5942
16630,5951
5080,5952
5096,5954
16630,5954
24501,5954
25056,5966
26757,5966
30052,5970
15388,5987
15389,5987
6005,21417
6006,21415
6009,21415
6009,21417
7761,6011
7766,6011
29152,6017
6021,7573
6021,7578
6029,6065
7286,6033
7287,6033
7284,6037
7288,6037
8765,6037
6039,7259
6039,7273
6039,7274
6039,7276
25415,6040
7286,6042
7287,6042
6051,8166
7350,6054
6055,7259
6055,7273
6077,6064
11771,6064
6029,6065
6086,6065
11775,6065
8195,6067
8198,6067
7790,6068
11772,6068
6077,6064
11775,6078
6086,6065
5605,6094
17504,6099
6106,1441
6106,1647
6106,7318
6106,7321
6119,1441
6119,1647
6119,7321
9464,6123
6124,1441
6124,1647
6124,7321
7819,6140
7820,6140
25608,6165
26126,6165
6914,6167
8203,6167
6175,7573
6175,7578
8678,6182
6195,6738
16572,6196
16574,6196
16046,6200
8666,6207
6208,485
14838,6212
6223,6218
6219,3488
6223,6220
6223,6222
6223,6218
6223,6220
6223,6222
5019,6224
12188,6224
3469,6230
9078,6230
3469,6231
9078,6231
3460,6234
9079,6234
4638,6238
7065,6238
3965,6263
11548,6266
11548,6267
23699,6276
5066,6278
4906,6281
25751,6281
15045,6285
8935,6293
11323,6303
11324,6303
5055,6307
6314,8502
6314,9428
6322,13842
6322,16039
6322,16044
6323,16041
6323,16043
9472,6338
5741,6349
8945,6359
425,6381
1282,6381
519,6382
2282,6382
784,6385
5903,6393
5905,6393
5011,6394
3415,6396
3442,6396
8898,6405
3415,6414
3442,6414
3447,6415
3449,6415
3742,6416
27103,6429
4158,6432
4159,6432
4371,6433
13147,6433
12599,6435
12601,6435
5513,6443
5514,6443
5513,6444
5514,6444
4625,6448
528,6475
1159,6475
2196,6475
2253,6475
14600,6495
3965,6520
393,6531
784,6536
6537,20204
6537,20206
21004,6546
21413,6546
6562,6549
10058,6549
9007,6552
6558,10928
6558,11195
6549,6562
12163,6570
4090,6573
7915,6578
6584,4242
6584,4418
31612,6591
6847,6594
6847,6595
6599,8603
12010,6600
18637,6623
18638,6623
4393,6633
4098,6645
4104,6645
4098,6646
4104,6646
2236,6650
2236,6652
2237,6652
6655,244
6655,248
6655,552
6655,1319
6660,6658
6661,6658
6658,6660
6661,6660
6658,6661
6660,6661
16483,6664
6683,17885
1052,6684
1058,6684
1369,6684
2616,6684
4597,6687
6699,481
6699,1069
8739,6735
7545,6736
7545,6737
6195,6738
30296,6746
4336,6749
11343,6749
12584,6777
12022,6779
6781,395
6781,398
6781,1203
6781,1204
5926,6782
6799,2385
6799,2386
6799,2785
5015,6800
8656,6809
10568,6826
4161,6837
7368,6841
6594,6847
6595,6847
4067,6856
6886,6885
6887,6885
6885,6886
6885,6887
7596,6905
7599,6905
8203,6909
6167,6914
8203,6914
4502,6920
4503,6920
4625,6922
6926,4175
6926,4177
8512,6948
7376,6949
8558,6949
10746,6964
11328,6964
22531,6990
27532,7001
14657,7005
12305,7021
11287,7023
4659,7047
4674,7049
23695,7049
9459,7050
12537,7050
4637,7054
4675,7054
7061,203
7061,204
7061,2925
7065,6238
7065,10866
7082,5264
7082,13152
3732,7083
13077,7083
13894,7086
7104,7099
13152,7099
7104,5264
7104,7099
32429,7115
3579,7153
7164,7160
34327,7160
7160,7164
9766,7173
7174,8166
7186,7179
7179,7186
3261,7229
30418,7229
7256,7259
7256,7273
7257,10475
7257,10476
6039,7259
6055,7259
7256,7259
8164,7259
11116,7259
32885,7261
6039,7273
6055,7273
7256,7273
8164,7273
11116,7273
6039,7274
8164,7274
7275,10475
7275,10476
6039,7276
8164,7276
6037,7284
25416,7285
7286,6033
7286,6042
7287,6033
7287,6042
6037,7288
4331,7295
17728,7303
7315,9813
7315,12957
7316,9813
7316,12957
6106,7318
9463,7318
7320,1441
7320,1647
6106,7321
6119,7321
6124,7321
9463,7321
23019,7331
6054,7350
1215,7351
1215,7352
7358,7747
20059,7358
20066,7358
20187,7359
4951,7362
4951,7367
4952,7367
6841,7368
7373,5152
7373,8124
7373,9301
7376,6949
7376,14672
7376,18961
7376,21094
7388,14954
7388,14956
7390,3942
7390,5201
7400,7397
34364,7397
7400,7397
7400,9381
7400,12427
7409,1990
5666,7410
35123,7411
35240,7411
35123,7414
35240,7414
8663,7417
8151,7425
7428,8146
210,7458
212,7458
26977,7490
7503,1171
7503,1175
2,7504
23,7504
4433,7521
4437,7521
7920,7521
7922,7521
7545,6736
7545,6737
3781,7548
4407,7558
4410,7558
4700,7558
7562,7559
7759,7559
7765,7559
7559,7562
7765,7562
7571,4327
7571,5421
6021,7573
6175,7573
10990,7573
11073,7573
6021,7578
6175,7578
10990,7578
11073,7578
7583,7586
7583,7587
48,7586
1387,7586
2529,7586
3086,7586
3153,7586
7583,7586
13626,7586
13807,7586
17609,7586
48,7587
1387,7587
2529,7587
3086,7587
3153,7587
7583,7587
13626,7587
13807,7587
17609,7587
7589,7826
7589,7827
34413,7595
7596,6905
7596,12234
7596,14089
7599,6905
7601,3935
7601,12505
7607,1393
4461,7622
4463,7622
5260,7623
5261,7623
5901,7624
5902,7624
12066,7625
12066,7626
269,7629
271,7629
4510,7632
4517,7632
3400,7633
23464,7660
7681,1663
7682,1805
7682,1808
7682,1809
7682,3163
7688,34741
8660,7690
34738,7690
8660,7692
34738,7692
8660,7693
34738,7693
9012,7698
5074,7701
10342,7701
1020,7711
3094,7711
15843,7713
17283,7713
22829,7713
15815,7728
717,7742
7742,2696
7358,7747
7749,7747
7748,17885
7749,7747
20059,7751
20066,7751
7758,786
7758,790
7559,7759
6011,7761
7766,7761
7763,786
7763,790
7559,7765
7562,7765
6011,7766
7761,7766
7770,327
7770,1290
7770,3238
7773,310
7773,314
7776,17894
5250,7779
7780,7781
7780,7782
7780,7781
7785,7781
7780,7782
7785,7782
7785,7781
7785,7782
8195,7788
8198,7788
7790,6068
7806,325
7806,1296
7807,325
7807,1296
11847,7807
7819,6140
7819,7822
7819,9701
7819,10839
7819,11296
7819,17105
7820,6140
7820,7822
7820,9701
7820,10839
7820,11296
7820,17105
7819,7822
7820,7822
8143,7823
3977,7826
7589,7826
3977,7827
7589,7827
7834,241
7834,716
8145,7841
7846,241
7846,716
7849,4922
7849,11260
7849,11262
7854,7853
7853,7854
15496,7872
13842,7874
7880,325
7880,1296
11846,7880
7887,267
7895,244
7895,249
7895,552
7895,1319
7895,2195
7904,4142
7904,10959
7913,4142
7913,10959
6578,7915
7920,7521
4433,7922
4437,7922
7922,7521
12806,7923
12808,7923
26630,7927
28112,7936
31516,7939
7940,5047
7940,5049
10687,7943
10885,7943
7950,5431
15580,7953
22191,7974
12598,7990
12599,7990
12601,7990
7992,1483
7992,1495
7992,1496
7992,1498
7992,2092
190,8000
33662,8000
3398,8001
3400,8001
3400,8002
3398,8003
1683,8017
1685,8017
1683,8021
1685,8021
27121,8023
4729,8025
4730,8025
24704,8030
2236,8040
2237,8040
8045,3640
8045,3641
8979,8058
9052,8066
12355,8066
29936,8071
617,8083
665,8083
8086,4327
8086,5421
10875,8102
11557,8102
8122,10420
7373,8124
22208,8127
8143,7823
7841,8145
7428,8146
8151,7425
8151,9283
8151,9829
18256,8160
18258,8160
18256,8162
18258,8162
8164,7259
8164,7273
8164,7274
8164,7276
6051,8166
7174,8166
11799,8167
8195,8189
8198,8189
10986,8189
10987,8189
11601,8189
11605,8189
8195,8192
8198,8192
10986,8192
10987,8192
11601,8192
11605,8192
8195,6067
8195,7788
8195,8189
8195,8192
8195,10984
8195,10985
8198,6067
8198,7788
8198,8189
8198,8192
8198,10984
8198,10985
8203,6167
8203,6909
8203,6914
8205,1805
8205,1808
8205,1809
8205,3163
26289,8210
18318,8241
18320,8241
11684,8250
8251,20206
8522,8253
24943,8256
8261,181
8261,182
10826,8268
10938,8272
8275,282
8275,283
8279,342
8279,347
8308,5630
8308,5652
405,8309
1166,8309
405,8310
1166,8310
8311,34528
8311,34531
8369,8377
8369,8378
12520,8369
8369,8377
10087,8377
12519,8377
8369,8378
10087,8378
12519,8378
19227,8396
19851,8396
19850,8398
19851,8398
8403,24536
8408,8412
8408,12753
8408,8412
5,8413
19,8413
1523,8443
1523,8446
8446,8447
8446,8447
9102,8447
11722,8447
8470,2005
8470,2006
12553,8479
12803,8479
12553,8482
12803,8482
5338,8487
8497,582
8497,585
8497,1701
8497,1960
9020,8498
13173,8500
6314,8502
12775,8502
6948,8512
8520,1708
8520,1710
8522,8253
8522,9283
8523,785
8526,785
8527,88
8527,526
8527,1376
8527,2586
8530,2013
8558,6949
8558,14672
8558,18961
8558,21094
12634,8559
12635,8562
2511,8566
2861,8566
2865,8566
3089,8566
9670,8580
30071,8585
32447,8585
27786,8601
29629,8601
4167,8603
4168,8603
6599,8603
20151,8603
21565,8603
4167,8604
10419,8604
8607,33269
8610,1292
8610,1293
8610,3239
9007,8616
24306,8626
17432,8630
8636,5162
8636,11397
8636,29698
8651,8653
8651,10210
8651,14296
8651,19767
8652,8653
8652,10210
8652,14296
8652,19767
8651,8653
8652,8653
6809,8656
8657,325
8657,1296
8660,7690
8660,7692
8660,7693
7417,8663
10600,8665
6207,8666
4797,8667
6182,8678
8686,5701
8686,5709
8688,5701
8688,5709
8700,10118
8700,10996
10154,8705
10653,8708
5212,8714
8721,8720
8720,8721
8722,327
8722,1290
8722,3238
18637,8728
18638,8728
8739,6735
32462,8751
32464,8751
5942,8758
536,8762
2549,8762
2896,8762
9557,8763
10788,8763
25416,8764
6037,8765
8801,15250
8801,19099
8810,3640
8810,3641
11988,8811
11989,8811
24726,8813
29937,8813
26044,8833
22497,8851
22498,8851
22497,8857
22498,8857
18769,8860
18769,8864
8865,10528
1404,8878
9195,8890
6405,8898
30336,8903
5929,8918
11370,8918
5744,8923
8924,5633
8924,5934
8929,5630
8929,5652
6293,8935
6359,8945
8058,8979
8989,822
8989,823
8994,822
8994,823
4970,8998
6552,9007
8616,9007
7698,9012
8498,9020
9044,9020
9041,9038
9038,9041
9020,9044
8066,9052
9078,6230
9078,6231
9079,6234
1524,9101
1523,9102
9102,8447
5758,9103
33468,9108
34753,9108
9115,5490
5498,9117
4629,9128
9129,12566
9129,12681
9129,12686
5328,9134
5341,9134
5328,9139
5341,9139
9151,9149
9149,9151
30321,9153
22226,9164
24298,9164
13430,9169
9194,9422
9194,10713
9195,8890
9195,9422
9195,10713
9217,16424
9240,5878
9259,9257
9261,9257
9257,9259
9261,9259
9257,9261
9259,9261
9262,9261
9261,9262
3810,9281
8151,9283
8522,9283
7373,9301
22816,9314
23950,9320
23958,9320
9330,2278
242,9359
2828,9359
9360,33433
9367,88
9367,526
9367,1376
9367,2586
9370,45
9370,522
9370,1370
9370,2733
29718,9371
32590,9375
7400,9381
34364,9381
30083,9390
22357,9392
9194,9422
9195,9422
6314,9428
12775,9428
7050,9459
12537,9459
9463,1441
9463,1647
9463,7318
9463,7321
6123,9464
6338,9472
9511,15250
9511,19099
9513,15250
9513,19099
9539,9529
9541,9529
9539,9530
9541,9530
9539,9529
9539,9530
9541,9529
9541,9530
9557,8763
14697,9567
9579,9572
32365,9572
9572,9579
32365,9579
14495,9619
3980,9631
3980,9633
5570,9633
9670,9668
8580,9670
9668,9670
5930,9688
5936,9688
11509,9691
11509,9694
7819,9701
7820,9701
22488,9704
242,9718
2828,9718
26657,9748
30948,9748
7173,9766
11492,9774
2637,9790
2639,9790
2774,9790
9793,2287
9793,2291
2637,9794
2639,9794
2774,9794
2285,9796
2379,9796
9810,3296
9810,3298
7315,9813
7316,9813
9971,9818
22226,9825
24298,9825
8151,9829
16483,9830
9833,4806
9833,5157
2238,9838
2241,9838
2327,9838
2414,9838
2626,9838
3012,9838
12332,9838
12335,9838
12336,9838
2238,9839
2241,9839
2327,9839
2414,9839
2626,9839
3012,9839
12332,9839
12333,9839
2238,9840
2241,9840
2328,9840
3011,9840
2238,9841
2241,9841
2328,9841
3011,9841
9848,4357
9848,11570
9849,4357
9849,11570
9889,5433
4364,9891
9892,1483
9892,1495
9892,1496
9892,1498
9892,2092
17393,9895
18318,9910
18320,9910
9954,13730
9954,13731
3810,9955
15358,9961
9966,1212
1091,9968
2475,9968
2516,9968
3000,9968
10776,9969
12818,9969
18325,9969
4407,9970
4410,9970
4700,9970
9971,9818
4364,9978
9983,502
9983,505
91,10000
533,10000
2129,10000
2906,10000
11969,10000
11970,10000
19515,10007
21781,10010
12970,10030
4627,10033
6549,10058
10072,1962
10087,8377
10087,8378
12520,10087
10095,10982
10109,10118
10109,10996
20337,10114
8700,10118
10109,10118
22765,10124
10133,395
10133,398
10133,1203
10133,1204
5926,10137
35199,10150
8705,10154
4557,10179
4567,10179
5462,10179
10182,10179
10182,10179
33029,10188
33030,10188
33029,10190
33030,10190
8651,10210
8652,10210
10214,19775
10214,19777
3454,10229
5153,10305
5074,10342
7701,10342
10377,10375
10375,10377
11399,10387
27146,10390
12327,10397
10565,10409
10419,8604
8122,10420
10421,10420
10421,10420
4234,10428
34955,10437
34956,10437
34957,10437
35239,10437
34955,10439
34956,10439
34957,10439
35239,10439
3398,10449
1091,10450
2475,10450
2516,10450
3000,10450
10454,481
10454,1069
10459,2341
10459,34910
10460,2341
10460,34910
18637,10469
18638,10469
10471,5147
12699,10473
7257,10475
7275,10475
7257,10476
7275,10476
5654,10481
4531,10489
10698,10490
20842,10493
32206,10496
2716,10501
19946,10501
5677,10503
12079,10504
8865,10528
11050,10528
11381,10534
5083,10544
4959,10547
4960,10547
18318,10554
18320,10554
10565,10557
10409,10565
10557,10565
6826,10568
3690,10572
24103,10573
8665,10600
10615,33938
10616,33938
14681,10627
14683,10627
8708,10653
16572,10658
16574,10658
4313,10667
18169,10667
10672,382
10672,384
10674,382
10674,384
10682,13730
10682,13731
7943,10687
10885,10687
34122,10689
34122,10694
10490,10698
18755,10704
19331,10707
9194,10713
9195,10713
10741,33433
6964,10746
11328,10746
4098,10773
4104,10773
4098,10774
4104,10774
10776,9969
10776,13625
5212,10785
10788,8763
10789,15250
10789,19099
23,10792
824,10792
23,10795
824,10795
10796,3659
10796,5829
23,10800
824,10800
23,10803
824,10803
23,10807
824,10807
23,10810
824,10810
3476,10812
12343,10813
8268,10826
22226,10828
24298,10828
17118,10835
17119,10835
7819,10839
7820,10839
19363,10859
20658,10859
4638,10866
7065,10866
10867,3429
5022,10871
5015,10872
8102,10875
11557,10875
5877,10877
18499,10883
18502,10883
7943,10885
10687,10885
1523,10891
10892,13826
25698,10907
4025,10908
3655,10928
6558,10928
8272,10938
11732,10941
7904,10959
7913,10959
4145,10960
11875,10974
10095,10982
8195,10984
8198,10984
8195,10985
8198,10985
10986,8189
10986,8192
10987,8189
10987,8192
10990,7573
10990,7578
8700,10996
10109,10996
10998,33269
311,11019
4463,11029
11032,315
11032,317
11033,3474
11035,3889
11035,3892
3275,11044
3276,11044
5015,11049
11050,3429
11050,10528
11051,3430
11052,308
11052,1162
11055,3498
11067,21769
11073,7573
11073,7578
3348,11081
3351,11081
3354,11081
11095,201
11095,207
11095,2683
11095,2684
11095,2927
3351,11101
3354,11101
32876,11115
32885,11115
11116,7259
11116,7273
15530,11159
3696,11173
3697,11173
3696,11175
3697,11175
3655,11195
6558,11195
11255,5633
11255,5934
7849,11260
7849,11262
7023,11287
7819,11296
7820,11296
4894,11319
6303,11323
11324,11323
6303,11324
11323,11324
14948,11325
21146,11325
6964,11328
10746,11328
35199,11330
11339,11338
11338,11339
6749,11343
5226,11349
11356,11355
11355,11356
32588,11360
8918,11370
11510,11371
11374,4841
11374,4848
11379,5100
11379,5103
11379,5152
10534,11381
3518,11386
3523,11386
8636,11397
10387,11399
11414,34741
2237,11417
11451,2005
11451,2006
22430,11474
22430,11476
22490,11487
9774,11492
9691,11509
9694,11509
5839,11510
11371,11510
11522,14954
11522,14956
22231,11522
11524,3942
11524,5201
22688,11524
14834,11545
6266,11548
6267,11548
8102,11557
10875,11557
9848,11570
9849,11570
11601,8189
11601,8192
11605,8189
11605,8192
11638,648
11638,649
18169,11658
8250,11684
11684,20206
11689,20204
4376,11694
4736,11694
23033,11695
11702,14111
11702,21343
11702,21344
4376,11705
4736,11705
5758,11721
1523,11722
1524,11722
11722,8447
26439,11725
4238,11728
10941,11732
33487,11745
11771,6064
11772,6068
11775,6065
6078,11775
11799,8167
717,11811
1457,11811
11811,2696
18505,11836
12119,11842
11846,1296
7880,11846
11847,325
7807,11847
25463,11850
10974,11875
11891,5428
11891,5429
17815,11895
11898,1663
18256,11899
18258,11899
11917,20938
11936,3557
11936,5263
11941,3557
11941,5263
11960,3882
11966,4496
11966,4500
11969,91
11969,534
11969,2050
11969,2129
11969,10000
11970,10000
1524,11984
8811,11988
8811,11989
5903,12006
5905,12006
22554,12009
6600,12010
6779,12022
12047,1278
12048,1278
3850,12050
12066,7625
12066,7626
10504,12079
34909,12086
12096,5428
12096,5429
33959,12115
11842,12119
21071,12131
20954,12137
30102,12158
6570,12163
12188,5913
12188,6224
20938,12231
7596,12234
12251,12249
12249,12251
12300,1299
7021,12305
31794,12306
23022,12307
29878,12307
5250,12327
10397,12327
4671,12331
9838,12332
9839,12332
9839,12333
9838,12335
9838,12336
10813,12343
22253,12347
26958,12347
8066,12355
7400,12427
34364,12427
25726,12450
12465,3277
12465,3278
3275,12467
3276,12467
4461,12474
4461,12476
4463,12476
12494,33686
7601,12505
12509,223
12509,348
5006,12516
12519,8377
12519,8378
12520,8369
12520,10087
7050,12537
9459,12537
12543,244
12543,248
12543,552
12543,1319
22897,12550
12553,8479
12553,8482
9129,12566
12572,14672
12572,18961
12583,15368
12583,15369
6777,12584
4882,12586
15598,12586
16936,12586
12587,2013
3102,12588
12595,183
12595,185
12595,34966
12598,7990
12599,6435
12599,7990
12601,6435
12601,7990
12612,21349
12613,4089
12613,21349
12634,4541
12634,8559
12635,4540
12635,8562
12639,4496
12639,4500
12641,23513
12645,23513
3398,12649
3400,12649
12650,209
12650,214
2016,12652
9129,12681
4625,12685
4627,12685
4629,12685
12712,12685
9129,12686
4625,12687
12711,12687
12699,10473
12706,614
12706,615
12709,614
12709,615
12711,12687
12712,4628
12712,12685
12782,12714
12715,14060
12715,21350
12716,14060
12716,21350
12731,12735
12731,12739
12732,12735
12732,12739
5525,12734
5526,12734
12731,12735
12732,12735
5525,12737
5526,12737
12731,12739
12732,12739
15934,12740
5,12747
19,12747
5,12749
19,12749
8408,12753
5,12756
19,12756
5,12762
19,12762
5,12765
19,12765
12774,342
12774,347
12775,8502
12775,9428
13194,12780
12714,12782
28893,12784
12803,8479
12803,8482
7923,12806
12808,12806
7923,12808
12806,12808
12818,9969
12818,13625
13130,12842
13129,12843
12870,12864
12864,12870
1402,12871
4400,12873
3398,12882
3400,12882
2236,12884
2237,12884
12937,3277
12937,3278
7315,12957
7316,12957
10030,12970
4525,12990
4647,13009
2236,13028
2237,13028
33291,13040
13118,13059
13119,13059
3489,13063
3732,13076
13077,13076
13077,7083
13077,13076
23455,13096
4161,13105
13059,13118
13059,13119
12843,13129
12842,13130
30102,13131
6433,13147
3732,13152
7082,13152
7099,13152
8500,13173
13174,582
13174,585
12780,13194
13208,21769
13234,15368
5377,13236
13236,15338
13236,15339
13262,17454
13297,286
13298,284
13310,2760
13310,2856
13316,9
13316,1300
13365,13360
15902,13362
21421,13362
15902,13363
21421,13363
13360,13365
13412,144
13412,2235
17949,13413
13417,144
13417,2235
9169,13430
15333,13431
31151,13439
13455,1237
13457,149
146,13459
2233,13459
13470,1513
13470,1514
13470,1517
13470,1574
1416,13483
1424,13483
16893,13484
16894,13484
19012,13492
17903,13530
17903,13533
24765,13533
24791,13533
16000,13543
16001,13543
32690,13563
25006,13566
3762,13572
13577,13574
20160,13574
13574,13577
32926,13587
13611,1595
13611,1597
14328,13617
15437,13617
21359,13617
14328,13618
15437,13618
21359,13618
10776,13625
12818,13625
13626,7586
13626,7587
1033,13631
1043,13631
28376,13632
22725,13639
20261,13644
13653,13654
13653,17559
380,13654
2916,13654
13653,13654
21665,13658
17221,13678
21828,13709
13714,17968
13714,17970
334,13717
338,13717
2790,13722
2791,13722
2795,13722
3939,13730
9954,13730
10682,13730
33520,13730
3939,13731
9954,13731
10682,13731
33520,13731
789,13734
792,13734
793,13734
2717,13734
14985,13734
16895,13735
397,13742
521,13742
13754,13743
13754,13745
527,13748
34262,13748
13750,15568
13753,13756
13754,13743
13754,13745
13754,15569
13753,13756
13772,2668
13772,2672
13772,20027
13772,20029
111,13775
2806,13775
731,13777
2752,13777
3016,13777
3017,13777
2236,13782
2237,13782
13807,7586
13807,7587
17609,13807
13809,1138
13809,1358
13809,3166
1989,13826
10892,13826
35019,13826
13830,17454
28888,13834
6322,13842
7874,13842
26351,13852
21840,13883
7086,13894
3735,13895
13939,13929
17261,13929
22979,13938
31840,13938
13929,13939
22979,13941
27612,13947
13953,11
16862,13956
21028,13957
23189,13970
28617,13970
33005,13970
23189,13971
33005,13971
