underRoad_gis_id,overRoad_gis_id
28617,13973
26430,13983
26431,13983
15783,13986
16778,13986
4066,14007
1790,14014
1972,14014
2496,14014
2497,14014
1790,14015
1972,14015
2496,14015
2497,14015
26625,14027
14035,16273
14035,20752
12715,14060
12716,14060
3147,14071
3186,14071
3187,14071
628,14072
3147,14074
3186,14074
3187,14074
23011,14075
7596,14089
14168,14090
17784,14107
17803,14107
4138,14111
11702,14111
17789,14118
18147,14159
19537,14162
3098,14166
3100,14166
14090,14168
20317,14169
3102,14173
4212,14194
27131,14194
26443,14238
14247,16322
14255,16322
14270,33483
23365,14290
23385,14292
8651,14296
8652,14296
20509,14300
23386,14300
18018,14319
14328,13617
14328,13618
16418,14336
15426,14358
20282,14358
16395,14366
14404,14383
14405,14383
14383,14404
14383,14405
26555,14433
4243,14439
26579,14444
26580,14444
21238,14452
21239,14452
28577,14454
28140,14457
23455,14458
33692,14460
34286,14460
653,14461
14461,656
14461,658
14461,660
14461,3236
14461,3242
21395,14490
21399,14490
21400,14490
9619,14495
19517,14513
197,14525
500,14525
14529,14527
19093,14527
17740,14528
14527,14529
14533,14529
16841,14529
14538,14530
14529,14533
14538,14533
19093,14533
4523,14537
4523,14538
14530,14538
14533,14538
26143,14545
26143,14546
23572,14553
23573,14553
16234,14570
16235,14570
16234,14573
16235,14573
16233,14574
21009,14574
23614,14576
14619,14597
16999,14597
6495,14600
21295,14610
16985,14615
14597,14619
4173,14624
4181,14624
4173,14626
4181,14626
19525,14629
21210,14629
21782,14629
14654,14635
23683,14635
17092,14641
19522,14650
14635,14654
7005,14657
33720,14665
35238,14665
7376,14672
8558,14672
12572,14672
10627,14681
10627,14683
9567,14697
15122,14727
14731,14738
14731,14746
14731,20056
14731,14738
14747,14738
15565,14738
14731,14746
14747,14746
15565,14746
14747,14738
14747,14746
14747,20056
14753,2741
15557,14755
15560,14755
32688,14774
32690,14774
18500,14784
731,14787
2752,14787
3016,14787
3017,14787
109,14794
2582,14794
2583,14794
14804,423
14804,426
20477,14812
19876,14816
14819,739
14819,740
27917,14833
33749,14833
33754,14833
33855,14833
33856,14833
33860,14833
14834,5615
14834,11545
14834,33768
14834,34171
6212,14838
749,14853
750,14853
2756,14853
2840,14853
749,14857
750,14857
2756,14857
2840,14857
17131,14861
88,14876
117,14876
800,14876
2585,14876
2641,14876
20901,14881
20902,14881
32117,14887
27771,14895
32368,14897
24770,14898
368,14899
1255,14899
1273,14899
1276,14899
31003,14899
32236,14899
20114,14900
20384,14900
4926,14901
33825,14929
33825,14934
4969,14936
14946,19530
14946,19532
14946,33821
14946,34585
11325,14948
7388,14954
11522,14954
31404,14954
7388,14956
11522,14956
31404,14956
31421,14960
14964,4995
14964,4997
15952,14980
14985,13734
29404,14986
119,14999
797,14999
803,14999
2641,14999
15004,150
15004,1288
292,15009
306,15009
1521,15009
2198,15009
29879,15016
17966,15019
18606,15019
53,15040
541,15040
1374,15040
2773,15040
53,15044
541,15044
1374,15044
2773,15044
6285,15045
20965,15055
20970,15055
15058,15057
15057,15058
15879,15058
17244,15094
17244,15096
16541,15102
15109,147
15109,148
20961,15116
14727,15122
876,15197
929,15197
16092,15208
16092,15209
16640,15224
16645,15224
18496,15239
18497,15239
8801,15250
9511,15250
9513,15250
10789,15250
15262,20035
18565,15280
17538,15281
17383,15285
18180,15285
21422,15303
1028,15314
1031,15314
15608,15321
15612,15321
1038,15330
1040,15330
1054,15330
1038,15331
1040,15331
1054,15331
13431,15333
3221,15338
5377,15338
5378,15338
13236,15338
3221,15339
5377,15339
5378,15339
13236,15339
15358,9961
18325,15359
12583,15368
13234,15368
3270,15369
5572,15369
12583,15369
5987,15388
5987,15389
25171,15391
21252,15410
21254,15410
21252,15416
21254,15416
20559,15423
20561,15423
15426,14358
33669,15433
35202,15433
15437,13617
15437,13618
624,15454
3021,15454
3022,15454
3110,15454
624,15455
3021,15455
3022,15455
3110,15455
21353,15476
21355,15476
21353,15477
21355,15478
15483,498
15483,499
5901,15491
5902,15491
7872,15496
17761,15497
15530,3828
15530,11159
15530,18750
397,15536
521,15536
20945,15545
15640,15547
15640,15548
14755,15557
15560,15557
14755,15560
15557,15560
15565,14738
15565,14746
13750,15568
13754,15569
5924,15575
7953,15580
15598,12586
22052,15603
15321,15608
18508,15608
22061,15608
15321,15612
18508,15612
22055,15612
5858,15616
5862,15616
15547,15640
15548,15640
25308,15652
24899,15658
25086,15674
32383,15674
16261,15678
20235,15678
25080,15678
25082,15678
25087,15678
16209,15683
5450,15688
5460,15689
15693,15692
16201,15692
16205,15692
16236,15692
25086,15692
26273,15692
15692,15693
16202,15693
22849,15701
22849,15702
5453,15704
25190,15712
26141,15712
3268,15714
15725,28223
15725,28430
16701,15746
20744,15746
20745,15746
25300,15754
19289,15756
717,15764
13986,15783
16781,15783
15786,1384
7728,15815
7713,15843
25386,15860
18339,15862
20214,15862
20774,15862
25639,15866
15058,15879
15898,21418
15902,13362
15902,13363
25290,15908
16055,15913
2236,15915
2237,15915
12740,15934
18693,15949
14980,15952
13543,16000
16001,16000
13543,16001
16000,16001
25001,16018
29311,16018
5560,16028
6322,16039
6323,16041
6323,16043
6322,16044
6200,16046
15913,16055
20995,16055
15208,16092
15209,16092
22832,16109
25198,16109
26124,16109
30853,16133
16209,16144
32217,16144
27920,16166
27920,16167
3651,16183
16199,18856
15692,16201
16202,16201
15693,16202
16201,16202
16236,16202
25086,16202
26273,16202
15692,16205
15683,16209
16144,16209
18917,16209
25149,16211
5459,16216
25147,16217
30848,16217
14574,16233
14570,16234
14573,16234
14570,16235
14573,16235
15692,16236
16202,16236
15678,16261
19209,16261
14035,16273
17999,16274
21089,16290
16309,656
16309,658
16309,660
16309,3236
16309,3242
14247,16322
14255,16322
5868,16328
5869,16328
23308,16333
23312,16333
5562,16377
4234,16383
16395,14366
16395,28357
20338,16397
14336,16418
30509,16418
9217,16424
16426,284
16426,286
292,16427
306,16427
1522,16427
2198,16427
5015,16431
5022,16431
16432,282
16432,283
16433,282
16433,283
28337,16444
5901,16445
5902,16445
16482,414
16482,415
6664,16483
9830,16483
3983,16491
3983,16492
16511,16510
16510,16511
16538,16529
24904,16532
25387,16532
16529,16538
16541,15102
32073,16568
6196,16572
10658,16572
6196,16574
10658,16574
4991,16575
28617,16582
16586,286
17892,16590
5901,16595
5902,16595
16629,16628
16628,16629
5951,16630
5954,16630
16642,16639
15224,16640
27001,16640
18555,16641
16639,16642
15224,16645
16654,33783
16701,15746
16701,21327
16701,21329
16702,19162
18940,16717
21135,16726
27085,16731
19853,16739
21134,16764
22988,16773
13986,16778
16781,16778
15783,16781
16778,16781
17688,16789
28178,16840
14529,16841
19093,16841
23191,16859
27213,16859
13956,16862
13484,16893
13484,16894
13735,16895
16936,12586
19012,16941
21811,16962
14615,16985
19525,16985
19569,16996
14597,16999
20944,17007
17060,17059
17064,17059
17059,17060
17059,17064
17080,17076
17076,17080
14641,17092
20037,17096
7819,17105
7820,17105
17114,739
17114,740
10835,17118
10835,17119
14861,17131
20518,17131
19667,17142
5327,17185
146,17204
2233,17204
22192,17215
13678,17221
18339,17233
20214,17233
20850,17233
18339,17237
20214,17237
17242,806
15094,17244
15096,17244
17252,806
13929,17261
27612,17268
7713,17283
17289,150
17289,1288
26128,17296
17310,17302
17302,17310
15285,17383
9895,17393
8630,17432
20437,17448
13262,17454
13830,17454
17467,26128
17470,811
17470,26128
17926,17491
18786,17491
6099,17504
27748,17537
15281,17538
18631,17544
20276,17544
28582,17550
28592,17550
34662,17550
17557,28090
380,17559
2916,17559
13653,17559
20149,17560
20149,17561
17576,1130
17576,1131
17576,17973
17580,1590
17580,1592
17580,3161
17587,1855
17587,1863
17587,1864
17609,7586
17609,7587
17609,13807
17609,21544
20043,17617
20044,17617
28309,17617
28211,17620
5260,17626
5261,17626
18558,17629
28277,17659
28280,17666
16789,17688
7303,17728
14528,17740
19956,17740
17749,17747
17747,17749
15497,17761
17784,14107
17784,18030
14118,17789
17803,14107
17803,18030
17806,1590
17806,1592
17806,3161
11895,17815
17820,28437
17820,28439
17824,28437
17824,28439
17835,17829
17836,17829
17829,17835
17836,17835
17829,17836
17835,17836
17841,28223
20559,17855
20562,17856
21397,17882
21401,17882
21402,17882
21403,17882
6683,17885
7748,17885
20060,17885
20065,17885
16590,17892
3569,17894
7776,17894
13530,17903
13533,17903
28528,17907
17920,423
17920,426
17926,17491
17926,17929
17926,17929
18786,17929
17930,33783
20224,17934
17949,17945
17945,17954
17945,17956
17949,17946
17949,13413
17949,17945
17949,17946
17952,17954
17952,17956
17945,17954
17952,17954
17945,17956
17952,17956
28557,17960
15019,17966
18606,17966
13714,17968
13714,17970
17576,17973
19736,17973
26311,17989
32358,17989
23221,17993
16274,17999
19273,18010
14319,18018
17784,18030
17803,18030
22894,18031
31143,18032
28685,18048
23023,18051
28692,18051
28280,18119
18152,18143
14159,18147
18143,18152
18169,4313
18169,10667
18169,11658
15285,18180
1937,18200
1981,18200
368,18214
1255,18214
1273,18214
1276,18214
31003,18214
32236,18214
34621,18246
1408,18249
2622,18249
18256,4006
18256,8160
18256,8162
18256,11899
18258,4006
18258,8160
18258,8162
18258,11899
1605,18273
21711,18293
18305,1620
18305,1625
18305,1823
18305,1831
18308,1620
18308,1625
18309,1823
18309,1831
1596,18313
1945,18313
18318,8241
18318,9910
18318,10554
18320,8241
18320,9910
18320,10554
18325,9969
18325,15359
18325,19462
18339,15862
18339,17233
18339,17237
18339,20774
18339,20850
18381,1971
18381,2120
18386,1416
18386,1424
29415,18460
18471,2005
18471,2006
15239,18496
15239,18497
18499,4825
18499,10883
18499,34161
14784,18500
18502,4825
18502,10883
18502,34161
11836,18505
15608,18508
15612,18508
19340,18513
29596,18532
16641,18555
17629,18558
15280,18565
18570,34447
18570,34450
18574,34447
21242,18592
18593,3936
18593,5168
19366,18599
20658,18599
15019,18606
17966,18606
18616,18617
18616,18617
18623,18619
18623,18619
18631,17544
18637,6623
18637,8728
18637,10469
18637,35201
18638,6623
18638,8728
18638,10469
18638,35201
19713,18645
19861,18645
18656,34767
18656,35073
29571,18658
15949,18693
18696,2423
18696,2453
18720,19162
2353,18726
2356,18726
2359,18726
2363,18726
21245,18733
21250,18733
21269,18741
21273,18741
1408,18746
2622,18746
15530,18750
18755,166
18755,167
18755,2337
18755,3499
18755,10704
18769,8860
18769,8864
18771,34767
18771,35073
18786,17491
18786,17929
18789,18856
20608,18802
22357,18827
16199,18856
18789,18856
19071,18856
18857,173
18857,176
25100,18864
16209,18917
16717,18940
7376,18961
8558,18961
12572,18961
23614,18978
21016,18997
13492,19012
16941,19012
29405,19030
19033,29444
19033,29634
19047,2670
19047,2674
19047,20015
19047,20031
19050,1264
19050,1265
19050,1266
19050,1269
19071,18856
19074,30494
20642,19091
14527,19093
14533,19093
16841,19093
8801,19099
9511,19099
9513,19099
10789,19099
20079,19136
35233,19161
16702,19162
18720,19162
28267,19164
5451,19180
5454,19180
19210,19199
30860,19204
16261,19209
20235,19209
19199,19210
19227,8396
18010,19273
3985,19274
2353,19280
2356,19280
2359,19280
2363,19280
15756,19289
25312,19293
19305,1913
19305,1916
20396,19323
20396,19326
10707,19331
19332,1935
19332,2764
22349,19338
18513,19340
10859,19363
18599,19366
34621,19392
34678,19425
22977,19432
34832,19440
19443,34974
19443,34976
18325,19462
22002,19509
29590,19509
29596,19509
32903,19509
19514,2702
19514,2703
10007,19515
14513,19517
14650,19522
14629,19525
16985,19525
14946,19530
14946,19532
14162,19537
19569,19568
16996,19569
19568,19569
19614,173
19614,176
20728,19658
17142,19667
35023,19688
18645,19713
19736,1130
19736,1131
19736,17973
33378,19746
8651,19767
8652,19767
4573,19775
10214,19775
4573,19777
10214,19777
19779,282
19779,283
19779,298
19779,300
31749,19846
19850,8398
19851,8396
19851,8398
16739,19853
18645,19861
14816,19876
25141,19922
26194,19922
19946,3936
19946,5167
19946,10501
31879,19949
17740,19956
23924,19964
2058,19967
2111,19967
2060,19973
2352,19973
2060,19977
2352,19977
19047,20015
20925,20017
24141,20019
20021,1265
20021,1266
20021,1267
20021,1271
24142,20025
13772,20027
13772,20029
19047,20031
15262,20035
20037,103
20037,104
20037,105
20037,107
20037,17096
1252,20040
2673,20040
17617,20043
28200,20043
17617,20044
20047,20046
20046,20047
22349,20049
14731,20056
14747,20056
20059,7358
20059,7751
20060,17885
20065,17885
20066,7358
20066,7751
19136,20079
20080,2702
20080,2703
32206,20080
20082,397
20082,521
14900,20114
24035,20114
32264,20114
27771,20117
24347,20118
20144,3155
20148,382
20148,384
20149,17560
20149,17561
20151,8603
13574,20160
7359,20187
6537,20204
11689,20204
6537,20206
8251,20206
11684,20206
20214,15862
20214,17233
20214,17237
20214,20774
20214,20850
17934,20224
15678,20235
19209,20235
13644,20261
20276,17544
20282,14358
20316,4118
20316,4122
14169,20317
10114,20337
16397,20338
26527,20339
20631,20382
14900,20384
24035,20384
32264,20384
437,20390
2207,20390
19323,20396
19326,20396
20416,3631
20416,4930
20417,3631
20417,4930
24347,20424
27776,20428
5868,20433
5869,20433
17448,20437
20452,4175
20452,4177
31785,20473
14812,20477
20486,20477
20612,20480
20477,20486
14300,20509
20511,34807
20511,34811
20511,34812
20511,34814
17131,20518
32145,20533
20536,22792
4990,20539
20559,15423
20559,17855
20561,15423
20562,17856
20572,1913
20572,1916
18802,20608
28290,20610
31421,20610
20480,20612
20382,20631
19091,20642
10859,20658
18599,20658
22627,20665
31211,20696
23136,20719
19658,20728
20744,15746
20744,21328
20745,15746
20745,21327
20745,21329
14035,20752
15862,20774
18339,20774
20214,20774
20842,3590
20842,10493
20842,33624
20842,33664
17233,20850
18339,20850
20214,20850
25408,20886
25292,20899
25303,20899
14881,20901
14881,20902
20017,20925
20936,4008
20936,4009
11917,20938
20938,12231
17007,20944
15545,20945
12137,20954
3463,20957
15116,20961
20965,15055
20965,20977
20970,15055
20970,20977
20965,20977
20970,20977
16055,20995
21003,21420
21004,4568
21004,6546
21007,22792
14574,21009
18997,21016
13957,21028
26466,21048
28210,21052
12131,21071
16290,21089
7376,21094
8558,21094
21122,382
21122,384
16764,21134
16726,21135
21140,21874
21140,21877
11325,21146
29,21195
2819,21195
14629,21210
14452,21238
14452,21239
21241,3936
21242,5168
21242,18592
18733,21245
18733,21250
21252,15410
21252,15416
21254,15410
21254,15416
18741,21269
21273,21269
18741,21273
21269,21273
14610,21295
21310,178
21310,180
16701,21327
20745,21327
20744,21328
16701,21329
20745,21329
35233,21331
35233,21332
4138,21343
11702,21343
4138,21344
11702,21344
21349,4089
21349,4091
12612,21349
12613,21349
12715,21350
12716,21350
21353,15476
21353,15477
21355,15476
21355,15478
21359,13617
21359,13618
21747,21389
21394,5502
21394,5504
21395,14490
21397,17882
21399,14490
21400,14490
21401,17882
21402,17882
21403,17882
21405,21408
21406,21408
21405,21408
21406,21408
21413,4568
21413,6546
6006,21415
6009,21415
6005,21417
6009,21417
15898,21418
21003,21420
21421,13362
21421,13363
15303,21422
21427,34429
21427,35397
17609,21544
21565,8603
4621,21574
4624,21574
21577,178
21577,180
21578,178
21578,180
21583,1384
21596,178
21596,180
21597,178
21597,180
21747,21600
1052,21624
1058,21624
1052,21625
1058,21625
13658,21665
18293,21711
21747,21389
21747,21600
33245,21751
21755,21753
33245,21753
21753,21755
11067,21769
13208,21769
21860,21769
4542,21781
10010,21781
14629,21782
16962,21811
13709,21828
13883,21840
21860,21769
21140,21874
21896,21874
21140,21877
21896,21877
33290,21877
33322,21879
5858,21887
5862,21887
21896,21874
21896,21877
22626,21948
21987,21981
21981,21987
19509,22002
29594,22002
4581,22012
23578,22012
4581,22013
15603,22052
15612,22055
15608,22061
22082,22081
22081,22082
22091,375
22091,1139
22103,4118
22103,4122
22174,22173
22173,22174
3284,22188
7974,22191
17215,22192
8127,22208
30086,22213
3509,22220
23307,22221
22226,9164
22226,9825
22226,10828
11522,22231
12347,22253
22932,22253
23718,22253
26959,22253
31494,22315
26791,22318
31494,22318
29787,22323
24954,22325
29787,22325
19338,22349
20049,22349
24925,22349
9392,22357
18827,22357
29084,22360
31637,22367
22388,22390
22388,22390
34526,22390
138,22394
139,22394
3249,22403
27182,22414
27176,22416
22427,22422
22422,22427
22430,11474
22430,11476
26883,22435
30072,22449
22509,22455
25272,22471
22487,5644
22487,5645
22488,9704
22490,11487
3677,22492
22497,8851
22497,8857
22498,8851
22498,8857
22455,22509
22516,491
22516,493
6990,22531
26046,22539
30483,22539
12009,22554
3715,22555
3724,22555
25020,22569
26983,22584
26993,22584
22877,22593
21948,22626
22627,22626
20665,22627
22626,22627
22628,22627
22627,22628
3259,22672
3259,22673
11524,22688
22704,3943
22704,3946
22704,3947
5148,22712
24080,22719
24082,22719
13639,22725
5901,22756
5902,22756
30649,22756
3670,22765
10124,22765
3670,22779
345,22783
1348,22783
1354,22783
2201,22783
2767,22783
345,22785
820,22785
1347,22785
2201,22785
3210,22785
123,22792
2018,22792
2204,22792
2715,22792
20536,22792
21007,22792
9314,22816
7713,22829
16109,22832
26117,22832
26120,22832
15701,22849
15702,22849
25161,22849
26094,22849
26095,22849
22593,22877
18031,22894
12550,22897
26549,22907
5901,22929
5902,22929
22253,22932
22964,1950
22964,1952
19432,22977
13938,22979
13941,22979
16773,22988
26351,22995
27843,22995
14075,23011
7331,23019
12307,23022
18051,23023
28692,23023
11695,23033
23046,23045
23048,23045
23045,23046
23048,23046
23045,23048
23046,23048
23084,23049
27219,23072
27127,23079
27127,23080
23049,23084
26285,23094
23126,1595
23126,1597
20719,23136
30270,23157
23183,23181
23185,23182
23181,23183
23182,23185
13970,23189
13971,23189
16859,23191
26923,23204
26389,23206
17993,23221
26360,23222
30270,23228
23267,23246
4082,23258
26375,23263
23246,23267
24035,23281
32264,23281
24346,23282
22221,23307
16333,23308
16333,23312
4245,23322
23363,4304
23363,4309
14290,23365
23371,23370
23370,23371
26926,23371
14292,23385
14300,23386
26901,23386
30881,23386
26901,23387
30881,23387
24568,23400
24568,23410
26483,23412
26599,23441
27020,23444
13096,23455
14458,23455
28577,23455
30162,23462
7660,23464
25243,23506
12641,23513
12645,23513
26252,23537
478,23543
2570,23543
2879,23543
29135,23549
23566,23560
23560,23566
14553,23572
14553,23573
22012,23578
23602,23581
23581,23602
23614,23611
14576,23614
18978,23614
23611,23614
28172,23614
31211,23671
4643,23683
14635,23683
27540,23692
7049,23695
6276,23699
3408,23712
22253,23718
26958,23718
28972,23725
3603,23750
24093,23825
25834,23911
19964,23924
32695,23930
9320,23950
9320,23958
24961,23968
755,23976
2185,23976
32252,23981
25019,24012
20114,24035
20384,24035
23281,24035
22719,24080
22719,24082
23825,24093
29759,24093
31265,24093
10573,24103
24140,1253
24140,1254
24141,1263
24141,20019
24142,20025
26593,24146
31428,24169
31476,24169
25613,24188
30993,24204
30994,24204
24234,898
24234,902
24235,872
24235,873
2417,24235
2501,24235
26879,24238
27758,24261
5015,24262
5022,24262
24267,143
24267,155
24268,33046
24298,9164
24298,9825
24298,10828
24301,35093
8626,24306
27630,24312
24770,24336
23282,24346
20118,24347
20424,24347
24357,24356
24357,24356
24357,35135
24375,24374
24374,24375
5901,24384
5902,24384
834,24393
835,24393
877,24396
880,24396
894,24404
896,24404
3061,24411
3063,24411
24439,954
24439,955
28036,24441
966,24444
967,24444
966,24445
967,24445
24478,24468
24468,24478
5954,24501
24516,24511
24511,24516
5271,24518
24523,990
24523,991
8403,24536
5455,24551
5559,24566
5559,24567
23400,24568
23410,24568
28066,24616
1189,24642
2214,24642
2838,24642
24679,242
24679,2827
24692,24698
24692,29021
24696,24698
24696,29021
24692,24698
24696,24698
8030,24704
8813,24726
24737,24731
24737,24732
24731,24737
24732,24737
5835,24746
13533,24765
14898,24770
24336,24770
13533,24791
24809,24806
24810,24807
24811,24807
24806,24809
24807,24810
30144,24810
24807,24811
30144,24811
24816,24812
30161,24812
24812,24816
24831,35077
24831,35093
25384,24878
25386,24887
15658,24899
16532,24904
33045,24912
27504,24921
22349,24925
32906,24940
8256,24943
22325,24954
29218,24957
23968,24961
30013,24969
30077,24974
25005,24986
16018,25001
24986,25005
13566,25006
24012,25019
22569,25020
5966,25056
25717,25057
29548,25063
15678,25080
15678,25082
15674,25086
15692,25086
16202,25086
15678,25087
18864,25100
30848,25115
26273,25138
25143,25139
26193,25139
19922,25141
25139,25143
26191,25143
32217,25146
16217,25147
16211,25149
22849,25161
15391,25171
5450,25173
5452,25175
5450,25179
5450,25180
26105,25186
15712,25190
25197,25192
26102,25192
5564,25194
26097,25195
25192,25197
16109,25198
26120,25198
23506,25243
25368,25249
26136,25250
29033,25254
22471,25272
29261,25272
25305,25289
15908,25290
20899,25292
15754,25300
20899,25303
25289,25305
25348,25305
15652,25308
19293,25312
25364,25340
28807,25345
25305,25348
25340,25364
25249,25368
31025,25368
24878,25384
15860,25386
24887,25386
16532,25387
20886,25408
6040,25415
7285,25416
8764,25416
25665,25422
3408,25426
11850,25463
25696,25605
25696,25606
6165,25608
24188,25613
4584,25634
15866,25639
25422,25665
26105,25669
28857,25673
25605,25696
25606,25696
10907,25698
25057,25717
28409,25721
5148,25726
12450,25726
6281,25751
31386,25770
25771,3941
25771,5202
25815,25817
25815,25818
25815,25817
29967,25817
25815,25818
29967,25818
30106,25823
30107,25823
23911,25834
29787,25881
25890,25884
25884,25890
25913,25893
25893,25913
3717,25935
28632,25940
28632,25941
31478,25946
32341,25992
3680,26044
8833,26044
22539,26046
29777,26052
30636,26065
22849,26094
22849,26095
25195,26097
25192,26102
25186,26105
25669,26105
26117,26112
26120,26112
26122,26116
26123,26116
22832,26117
26112,26117
22832,26120
25198,26120
26112,26120
26122,26120
26123,26120
26124,26120
26116,26122
26120,26122
26116,26123
26120,26123
16109,26124
26120,26124
6165,26126
17296,26128
17467,26128
17470,26128
25250,26136
15712,26141
14545,26143
14546,26143
26145,168
26145,170
26149,26146
26155,26146
26146,26149
26161,26149
26146,26155
26161,26155
26149,26161
26155,26161
25143,26191
26193,26191
25139,26193
26191,26193
19922,26194
1524,26235
26241,26239
1524,26240
26239,26241
1445,26242
1524,26242
23537,26252
15692,26273
16202,26273
25138,26273
23094,26285
8210,26289
26616,26297
17989,26311
13852,26351
22995,26351
23222,26360
23263,26375
23206,26389
26406,26397
26397,26406
13983,26430
13983,26431
11725,26439
14238,26443
29423,26450
21048,26466
23412,26483
26519,26512
26512,26519
20339,26527
30509,26538
26544,26543
26543,26544
26549,26548
22907,26549
26548,26549
14433,26555
14444,26579
14444,26580
24146,26593
29686,26593
23441,26599
26297,26616
32859,26619
14027,26625
7927,26630
9748,26657
26658,517
26658,1287
26658,2097
26672,26663
26672,26664
26663,26672
26664,26672
5966,26757
26760,474
26761,473
26761,474
26771,473
26771,474
22318,26791
32141,26800
32126,26806
4910,26827
26846,26838
26838,26846
24238,26879
22435,26883
23386,26901
23387,26901
23204,26923
23371,26926
12347,26958
23718,26958
22253,26959
7490,26977
22584,26983
22584,26993
16640,27001
23444,27020
32033,27028
16731,27085
6429,27103
33854,27106
35196,27106
8023,27121
23079,27127
23080,27127
14194,27131
10390,27146
33324,27163
22416,27176
22414,27182
16859,27213
23072,27219
4739,27249
27277,5715
27277,5716
755,27341
2185,27341
755,27342
2185,27342
32584,27391
4657,27411
24921,27504
30154,27525
30155,27525
30154,27526
30155,27526
7001,27532
23692,27540
33959,27541
33596,27544
33597,27544
13947,27612
17268,27612
24312,27630
27748,27747
17537,27748
27747,27748
24261,27758
14895,27771
20117,27771
27774,143
27774,155
20428,27776
8601,27786
27999,27825
2236,27827
2237,27827
22995,27843
27896,1838
27896,1839
27917,14833
16166,27920
16167,27920
29568,27962
27971,27969
27970,2376
27970,2378
27969,27971
27983,997
27983,1015
27825,27999
24441,28036
2024,28042
2026,28042
33178,28064
24616,28066
17557,28090
28173,28092
353,28101
365,28101
28102,4935
28103,4935
7936,28112
28126,1620
28126,1625
14457,28140
30071,28141
31371,28154
31371,28156
28158,28571
28158,28572
28158,32797
23614,28172
28092,28173
28177,498
28177,499
16840,28178
20043,28200
21052,28210
17620,28211
87,28223
2716,28223
15725,28223
17841,28223
28249,987
28249,988
28263,28262
28262,28263
19164,28267
17659,28277
17666,28280
18119,28280
28283,28280
28280,28283
28286,918
28286,919
29973,28288
31799,28288
20610,28290
17617,28309
16444,28337
16395,28357
32839,28358
28413,28359
4910,28372
13632,28376
32272,28387
32371,28387
25721,28409
28413,28359
87,28430
2716,28430
15725,28430
17820,28437
17824,28437
17820,28439
17824,28439
969,28505
970,28505
17907,28528
17960,28557
969,28561
970,28561
28158,28571
28158,28572
14454,28577
23455,28577
30893,28579
28582,17550
29113,28591
28592,17550
13970,28617
13973,28617
16582,28617
25940,28632
25941,28632
18048,28685
28691,28690
28690,28691
18051,28692
23023,28692
32806,28791
25345,28807
25673,28857
13834,28888
12784,28893
28903,353
28903,365
29958,28929
3638,28930
28931,28930
3638,28931
28930,28931
28947,822
28947,823
28964,28949
28965,28949
28969,28949
28966,28953
28967,28954
28968,28954
28949,28964
28949,28965
28953,28966
28954,28967
28954,28968
28949,28969
23725,28972
28973,1775
28973,1936
1711,28975
2089,28975
1599,28976
1899,28976
28989,28987
28990,28987
28987,28989
28987,28990
30021,29015
24692,29021
24696,29021
25254,29033
22360,29084
28591,29113
31448,29120
29130,1771
29130,1773
23549,29135
6017,29152
33080,29158
33076,29161
33077,29161
33080,29161
1415,29206
1835,29206
1415,29207
1835,29207
1412,29210
1844,29210
24957,29218
29442,29238
25272,29261
29273,1783
29273,1792
29273,2469
1709,29285
3008,29285
29288,1472
29288,1474
29289,1971
29289,2120
29290,1712
29290,1713
29290,1716
29290,1719
16018,29311
29372,3598
927,29390
928,29390
29394,29393
32162,29393
29393,29394
32162,29394
29402,1971
29402,2120
14986,29404
19030,29405
2458,29407
2460,29407
18460,29415
26450,29423
29238,29442
19033,29444
29450,1971
29450,2120
29460,2057
29460,2059
29730,29480
25063,29548
27962,29568
18658,29571
19509,29590
22002,29594
29597,29594
32872,29594
18532,29596
19509,29596
29594,29597
32296,29597
8601,29629
19033,29634
26593,29686
31321,29686
8636,29698
32258,29716
9371,29718
29480,29730
31463,29746
1406,29748
2621,29748
24093,29759
26052,29777
22323,29787
22325,29787
25881,29787
30168,29810
29924,29829
30071,29829
32002,29832
12307,29878
15016,29879
29829,29924
8071,29936
8813,29937
28929,29958
29967,25817
29967,25818
28288,29973
31791,29973
30004,30003
30003,30004
24969,30013
29015,30021
5970,30052
8585,30071
28141,30071
29829,30071
22449,30072
24974,30077
9390,30083
22213,30086
12158,30102
13131,30102
25823,30106
25823,30107
24810,30144
24811,30144
27525,30154
27526,30154
27525,30155
27526,30155
24812,30161
23462,30162
29810,30168
31824,30173
31825,30173
32597,30173
30190,35077
32402,30233
32402,30234
2262,30242
2264,30242
2262,30244
2264,30244
2058,30246
2111,30246
2058,30249
2111,30249
23157,30270
23228,30270
6746,30296
9153,30321
8903,30336
3261,30418
7229,30418
30469,30468
30468,30469
32806,30474
22539,30483
30492,30494
19074,30494
30492,30494
16418,30509
26538,30509
30551,5644
30551,5645
32296,30626
26065,30636
5901,30649
5902,30649
22756,30649
30667,30666
30669,30666
30666,30667
30669,30667
30666,30669
30667,30669
30793,30790
30790,30793
1445,30826
1524,30826
16217,30848
25115,30848
16133,30853
19204,30860
23386,30881
23387,30881
28579,30893
9748,30948
30969,473
24204,30993
24204,30994
31003,14899
31003,18214
32347,31008
25368,31025
5239,31096
31122,2152
31122,2372
18032,31143
13439,31151
31197,31159
2025,31178
2421,31178
31159,31197
2423,31205
2453,31205
31207,2423
31207,2453
2631,31209
2636,31209
20696,31211
23671,31211
31229,34725
31230,34722
24093,31265
33206,31273
29686,31321
31324,1953
31327,1954
3968,31338
5148,31342
28154,31371
28156,31371
25770,31386
